"meter_head","meter_rate","time_in_effect","time_limit","credit_card","pay_phone","longitude","latitude","geo_local_area","meter_id"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50270",-123.113139274933,49.2630772634608,"Mount Pleasant","300402"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60595",-123.117408862244,49.2792169314939,"Downtown","580809"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60287",-123.117766215382,49.2789818295641,"Downtown","580823"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61008",-123.11800715355,49.2788215414654,"Downtown","580829"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60737",-123.121441501658,49.2776381027827,"Downtown","591012"
"Single / Disability",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57165",-123.101514842456,49.2592504082995,"Mount Pleasant","C30138"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60569",-123.121924713328,49.2773170954788,"Downtown","591028"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54318",-123.113971467281,49.2633005161715,"Mount Pleasant","300421"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64907",-123.122192491347,49.277328146549,"Downtown","591023"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53635",-123.152908875022,49.2615864132818,"Kitsilano","772710"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54812",-123.138161655368,49.2645584578478,"Fairview","B81433"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57777",-123.101489793008,49.2593599829991,"Mount Pleasant","C30137"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66010",-123.107749394031,49.2779803478786,"Downtown","PQ0719"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66046",-123.107762177809,49.277663705487,"Downtown","PQ0727"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66011",-123.107762177809,49.277663705487,"Downtown","PQ0729"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57179",-123.101877283565,49.2592570155942,"Mount Pleasant","C30128"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57363",-123.100694253158,49.2593596356256,"Mount Pleasant","C30203"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65902",-123.123990124298,49.2772284359249,"Downtown","601110"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56600",-123.101827921568,49.2593660091233,"Mount Pleasant","C30131"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","63005",-123.125096184399,49.2845072946981,"West End","650803"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65498",-123.124480675208,49.2769037220019,"Downtown","601128"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","57630",-123.145849934359,49.2647565999487,"Kitsilano","642319"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57717",-123.187237493668,49.2634235450695,"West Point Grey","D03728"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57736",-123.187069125732,49.2634207414313,"West Point Grey","D03722"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","57452",-123.186727773531,49.2634156086304,"West Point Grey","D03716"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56449",-123.104660667088,49.2658658973883,"Mount Pleasant","752114"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63832",-123.098137865526,49.2813988038438,"Strathcona","070225"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64024",-123.117417297313,49.2869973543579,"Downtown","640403"
"Single Motorbike",0.5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","61938",-123.131941377303,49.2907045495182,"West End","201697"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66257",-123.115211550003,49.2860773807218,"Downtown","060804"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","66840",-123.125419826963,49.2737170783968,"Downtown","581318"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","66551",-123.125657573884,49.2734460108622,"Downtown","581330"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56742",-123.121731543693,49.2636888037623,"Fairview","822416"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"Yes","65300",-123.117021042419,49.2879666169893,"Downtown","041019"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","61322",-123.11867747555,49.2875407155211,"Downtown","061024"
"Single Motorbike",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","66400",-123.10477875805,49.2791939392989,"Downtown","400094"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66072",-123.125232945336,49.2818301101437,"West End","640903"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66073",-123.125337815523,49.2817601039035,"West End","640907"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53543",-123.152914939042,49.2336153580306,"Kerrisdale","K22013"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","66256",-123.115441486497,49.286222270335,"Downtown","060812"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61026",-123.09902038481,49.2831173080322,"Strathcona","030206"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61136",-123.098837584751,49.2831138124929,"Strathcona","030212"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61164",-123.098400275846,49.2831056133136,"Strathcona","030220"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61192",-123.098218081552,49.2831024580951,"Strathcona","030224"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61054",-123.098031995616,49.2830990990019,"Strathcona","030226"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63217",-123.09832091325,49.2832314244205,"Strathcona","030217"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60100",-123.114677634453,49.2871934118868,"Downtown","040821"
"Single",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","64603",-123.133517661256,49.2757514151876,"Downtown","350912"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63117",-123.133632961195,49.2758260768896,"Downtown","350914"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63062",-123.13397555245,49.2762286915739,"Downtown","351003"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54041",-123.115620155211,49.2621958857362,"Fairview","D00506"
"Single",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65437",-123.120661421544,49.2881189122946,"Downtown","061112"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65478",-123.120821465794,49.2881659966873,"Downtown","061114"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65457",-123.120821465794,49.2881659966873,"Downtown","061116"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65561",-123.119058861594,49.2804907778527,"Downtown","600806"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54765",-123.100845158696,49.2617419125058,"Mount Pleasant","512604"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65719",-123.113571863631,49.2841112559096,"Downtown","600422"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65140",-123.114542101288,49.2834706783438,"Downtown","600518"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65697",-123.114542101288,49.2834706783438,"Downtown","600520"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62868",-123.097665629288,49.2820564815518,"Strathcona","500303"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65714",-123.114659567394,49.2833929964487,"Downtown","600522"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65435",-123.129919644552,49.2918921509332,"Downtown","261621"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65215",-123.130109862681,49.2918636471311,"Downtown","261622"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66002",-123.115646766899,49.2778404755421,"Downtown","560815"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65911",-123.13004306263,49.2919718171954,"Downtown","261625"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65316",-123.122737501657,49.2780574202158,"Downtown","601020"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60772",-123.114777293944,49.2833151252755,"Downtown","600528"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60996",-123.124925543096,49.2872728740269,"Downtown","660618"
"Pay Station",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","59801b",-123.108769009851,49.2701919510363,"Mount Pleasant","B10148"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60298",-123.12479764931,49.2873570271062,"Downtown","660614"
"Single",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60902",-123.125011345952,49.287374381677,"Downtown","660615"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62153",-123.12450180593,49.2877176477429,"Downtown","660605"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59837",-123.093659827042,49.2668996760214,"Strathcona","GN0515"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59837b",-123.092746653602,49.2668909946632,"Strathcona","GN0525"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","60463",-123.124508428114,49.2875514548561,"Downtown","660612"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66858",-123.116000872891,49.288197364195,"Downtown","021004"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65139",-123.115135305233,49.2830788706291,"Downtown","600540"
"Twin",8,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65691",-123.118589717461,49.2886253980289,"Downtown","650208"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","65803",-123.119797604874,49.2827752393951,"Downtown","620715"
"Single",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66055",-123.125901428191,49.2813874505898,"West End","640925"
"Twin",7,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56705",-123.121731543693,49.2636888037623,"Fairview","822414"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66038",-123.115764382515,49.277762630381,"Downtown","560819"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50747",-123.146522745437,49.2706179395948,"Kitsilano","B11816"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52693",-123.147035379124,49.270626013727,"Kitsilano","B11830"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65614",-123.125448463608,49.2767585724691,"Downtown","160605"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66317",-123.09747647521,49.2805502727939,"Strathcona","500415"
"Single Motorbike",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","56841",-123.112769999205,49.2640531006281,"Mount Pleasant","792398"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50750",-123.155628897424,49.2357605289515,"Arbutus-Ridge","935519"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","65537",-123.119103610453,49.2793695903635,"Downtown","590827"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56898",-123.096927181394,49.2631099646638,"Mount Pleasant","9B2416"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56225",-123.097097927233,49.2630389570622,"Mount Pleasant","9B2417"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56243",-123.097097927233,49.2630389570622,"Mount Pleasant","9B2419"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56244",-123.096931246946,49.2630032691093,"Mount Pleasant","9B2420"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62663",-123.101220640584,49.2823790115559,"Downtown","050113"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50052",-123.108770105033,49.2637867553627,"Mount Pleasant","B80136"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No",NA,-123.101220640584,49.2823790115559,"Downtown","050115"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50063",-123.109109845544,49.2637928576085,"Mount Pleasant","B80142"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52725",-123.15896990119,49.2346983088971,"Arbutus-Ridge","K12223"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","53084",-123.146262889091,49.2671148184122,"Kitsilano","B51806"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","50783",-123.110548663174,49.2656253242566,"Mount Pleasant","B60222"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62961",-123.097073837176,49.2823001468315,"Strathcona","050307"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61301",-123.096909781078,49.282296551538,"Strathcona","050309"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61340",-123.096744543666,49.2822935416871,"Strathcona","050313"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63789",-123.095935419619,49.2822780789356,"Strathcona","050335"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65889",-123.120273648026,49.2744550999927,"Downtown","321115"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65821",-123.120434530173,49.2744129248821,"Downtown","321121"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65377",-123.122084686008,49.2739787943582,"Downtown","321205"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56169",-123.102847495362,49.2635471587003,"Mount Pleasant","742404"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56166",-123.102862347497,49.2632071356797,"Mount Pleasant","742416"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","51421",-123.102478037566,49.2636719086659,"Mount Pleasant","A80108"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65780",-123.122245563946,49.2739361669666,"Downtown","321211"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65255",-123.12240506931,49.2738945302756,"Downtown","321215"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65888",-123.12256443604,49.2738525337035,"Downtown","321217"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","65366",-123.122723940196,49.2738106267172,"Downtown","321223"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","60359",-123.123226671998,49.2736785819745,"Downtown","321235"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56156",-123.102847495362,49.2635471587003,"Mount Pleasant","742402"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56216",-123.101309052962,49.2579365051565,"Mount Pleasant","513015"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56396",-123.101318331039,49.2577022616264,"Mount Pleasant","513021"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","62208",-123.111214892523,49.2820319298293,"Downtown","570503"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64605",-123.111710599873,49.2817039552369,"Downtown","570513"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60603",-123.111830220614,49.2816243671334,"Downtown","570519"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","61737",-123.112098518158,49.28144890808,"Downtown","570525"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","63426",-123.112098518158,49.28144890808,"Downtown","570527"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","60738",-123.112215468515,49.2813685575742,"Downtown","570531"
"Single",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","64634",-123.112336216809,49.2812897234418,"Downtown","570533"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52730",-123.15557739074,49.2371797610919,"Arbutus-Ridge","935403"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","56257",-123.03746262978,49.2350165544614,"Renfrew-Collingwood","993203"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66051",-123.119011872819,49.2773907805073,"Downtown","570911"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63031",-123.139020535659,49.2853596946683,"West End","161604"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63454",-123.100204422001,49.2823608454829,"Downtown","050139"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61520",-123.101127297808,49.2822536375573,"Downtown","050116"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62718",-123.100969042846,49.2822494852489,"Downtown","050122"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","56911",-123.101031700045,49.2579275729021,"Mount Pleasant","513014"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52780",-123.114260164563,49.2656906437825,"Mount Pleasant","B60426"
"Single Motorbike",0.5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","56450",-123.101045666068,49.2576328774492,"Mount Pleasant","513098"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","56294",-123.036362824676,49.2345419747166,"Renfrew-Collingwood","993235"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","53760",-123.158640524135,49.2681429198289,"Kitsilano","B42322"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66042",-123.127501469309,49.2758316560767,"Downtown","170618"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66006",-123.127130166078,49.2755922175004,"Downtown","170606"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","66041",-123.127130166078,49.2755922175004,"Downtown","170604"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","56832",-123.035046514269,49.2333889745681,"Killarney","5J5604"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","64587",-123.100797179281,49.2822471346355,"Downtown","050124"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62692",-123.100625520769,49.2822441899064,"Downtown","050130"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63434",-123.097999849662,49.2821909643196,"Strathcona","050228"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61110",-123.106969495244,49.2827441551293,"Downtown","540301"
"Twin",5,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","52125",-123.11567025201,49.2640889758814,"Fairview","B80514"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","62243",-123.127732401521,49.2909900986338,"Downtown","690501"
"Twin",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","50207",-123.108708964899,49.2683023234889,"Mount Pleasant","B30128"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59833",-123.080000850051,49.2652944565884,"Strathcona","A61131"
"Pay Station",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",10,"Yes","59833b",-123.080638670258,49.2652986547273,"Strathcona","A61121"
"Twin",2,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","53231",-123.116767427173,49.2649394213446,"Fairview","B70528"
"Single",3,"METER IN EFFECT: 9:00 AM TO 10:00 PM",3,"No","63597",-123.129210163489,49.2915590909318,"Downtown","700513"
"Twin",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","54512",-123.101074696996,49.2673734474173,"Mount Pleasant","A40135"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","61549",-123.124808683785,49.2831317575514,"West End","211002"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","61751",-123.122803937729,49.2846090692214,"West End","201026"
"Twin",6,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"Yes","61641",-123.123308597013,49.2849358841559,"West End","201044"
"Single Motorbike",1,"METER IN EFFECT: 9:00 AM TO 10:00 PM",24,"No","61042",-123.125357941195,49.288533330539,"Downtown","191298"
"Twin",4,"METER IN EFFECT: 9:00 AM TO 10:00 PM",2,"No","63594",-123.125238087925,49.2835404925053,"West End","211041"
